,drugName,average_sentiment
123,Pristiq,-0.011739315068493145
124,Acamprosate,0.33163776223776226
125,Spironolactone,0.1502453968253968
126,Doxylamine / pyridoxine,-0.10503333333333335
127,Demerol,-0.14235614035087718
128,Vyvanse,0.20883128119800332
129,Sovaldi,-0.0887769230769231
130,Motrin IB,0.510575
131,Valacyclovir,-0.12770268456375838
132,Buprenorphine / naloxone,0.17898846787479408
133,Metoprolol,-0.19625827586206898
134,Montelukast,-0.19157183673469383
135,Dextromethorphan,-0.2118906432748538
136,Levitra,0.3267989898989898
137,Restoril,0.25841833333333336
138,Azathioprine,-0.13537230769230768
139,Adapalene / benzoyl peroxide,0.24597176684881603
140,Linzess,0.02967146282973621
141,Levetiracetam,-0.14805844155844158
142,Ziana,0.3065276923076923
143,Suboxone,0.2140018947368421
144,Tinidazole,-0.20964117647058822
145,Diazepam,-0.09352511961722486
146,Quetiapine,0.07782181987000929
147,Acetaminophen / butalbital / caffeine,0.04957865168539326
148,Estradiol,-0.003964838709677421
149,Propofol,0.0979844696969697
150,Propranolol,-0.09551305732484076
151,Levofloxacin,-0.279813679245283
152,Vilazodone,-0.132389009009009
153,Accutane,0.15531768707482996
154,Nalbuphine,-0.24004230769230775
155,Lexapro,-0.12236448
156,MiraLax,-0.01912636363636363
157,Phenobarbital,0.044980000000000006
158,Tri-Sprintec,-0.042666666666666665
159,Metronidazole,-0.24349254349627172
160,Imiquimod,-0.10901857142857142
161,Caffeine,0.1656
162,Lisinopril,-0.27356025641025644
163,Benzonatate,-0.03052554744525548
164,Ayr Saline Nasal,-0.25608
165,Clarithromycin,-0.38630839694656494
166,Enbrel,0.06180052083333332
167,Polyethylene glycol 3350 with electrolytes,0.07234129692832764
168,Restasis,-0.04437500000000002
169,Symbyax,0.25059555555555557
170,Tretinoin,0.3042423423423423
171,Gleevec,0.32819642857142856
172,Ropinirole,-0.078670202020202
173,Clomiphene,0.32006666666666667
174,Clotrimazole,0.1481235294117647
175,Topiramate,-0.17783079847908748
176,Fluorouracil,0.16293820224719102
177,Genvoya,0.17912000000000006
178,Tessalon Perles,0.03068524590163933
179,Asenapine,0.1038224
180,Adipex-P,0.24192675736961455
181,Prenatal Plus,0.14787
182,Keflex,-0.12172448979591835
183,Vitamin D2,-0.4273
184,Flexeril,-0.06495099337748343
185,Viibryd,-0.1179390625
186,Lysteda,0.16548000000000002
187,Omnicef,-0.04053249999999999
188,Augmentin,-0.15510044052863434
189,Pentasa,-0.047582692307692305
190,Zofran,0.09242147239263802
191,Kapidex,0.15738846153846156
192,Serzone,-0.07099230769230767
193,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,-0.03700833333333336
194,Diphenhydramine,0.11753116883116882
195,Minocycline,-0.02383756756756757
196,Monistat 3-Day Combination Pack,-0.27132913385826757
197,Pitocin,0.7339
198,Pyridostigmine,0.071616
199,Naprosyn,-0.11378888888888891
200,Elocon,0.1743108108108108
201,Pazopanib,-0.24208333333333326
202,Denosumab,-0.5764684931506849
203,Bisacodyl,-0.35361676136363634
204,Paxil,-0.182746
205,Methotrexate,-0.14002037037037038
206,Sprintec,-0.09738186968838526
207,Buprenex,-0.35896666666666666
208,Apri,-0.0450450704225352
209,Benzoyl peroxide / erythromycin,0.3687896551724138
210,Qsymia,0.09020473933649288
211,Lyrica,-0.2088127694859038
212,Trintellix,-0.0356661855670103
213,Oseltamivir,-0.21086549019607845
214,Seasonique,0.021822064056939507
215,Niravam,-0.10683333333333334
216,Celexa,-0.05572567975830816
217,Codeine / guaifenesin,-0.016803703703703706
218,Cefuroxime,0.03165070422535212
219,Ortho Evra,0.1658828178694158
220,Xanax,-0.16632165289256198
221,Ondansetron,0.01080892857142858
222,Dulaglutide,-0.17019665551839464
223,Supartz,-0.05248181818181819
224,Naproxen,-0.19244085213032577
225,Alesse,-0.15733309859154931
226,Orlistat,0.012620476190476189
227,Methylprednisolone,-0.22242878048780484
228,Cymbalta,-0.26888073555166375
229,Aspirin / carisoprodol,0.21214615384615382
230,Canagliflozin,-0.06282500000000002
231,Nasonex,-0.18436923076923073
232,Junel Fe 1 / 20,-0.21098706293706293
233,Kombiglyze XR,-0.25082142857142864
234,Pegfilgrastim,-0.44265769230769236
235,Azelaic acid,0.3131527777777778
236,Mirena,-0.06179587567244471
237,Suvorexant,0.016335531135531142
238,Lysine,-0.012304081632653048
239,Nexium,-0.0351766990291262
240,Citalopram,-0.08066796636085627
241,Drysol,0.24533915094339626
242,Corticotropin,0.43095384615384613
243,Meclizine,0.05914571428571429
244,Cefdinir,-0.31186927374301676
245,Methocarbamol,-0.18044593023255814
246,Azithromycin,-0.11192424242424243
247,Sinemet,-0.022477777777777756
248,Esomeprazole,0.00672434782608695
249,Prednisone,-0.18608388746803067
250,Fentanyl,-0.2394566037735849
251,Pseudoephedrine,0.12139318181818179
252,Risperidone,0.013731288343558287
253,Alpha 1-proteinase inhibitor,0.0914
254,Junel Fe 1.5 / 30,-0.07382558139534884
255,Divalproex sodium,0.06504485049833889
256,Pravastatin,-0.4753137931034483
257,Vardenafil,0.3487515873015874
258,Abilify,0.0180893760539629
259,Amlodipine,-0.31465519999999997
260,Carvedilol,-0.18628736842105262
261,Xyzal,-0.03017094594594594
262,Budeprion SR,-0.17090000000000002
263,Rosuvastatin,-0.25114886363636363
264,Victoza,0.031199141630901286
265,Percocet,-0.2253432291666667
266,Trulicity,-0.16883460207612458
267,Tranexamic acid,0.04116699029126213
268,Paxil CR,-0.06169687499999994
269,OxyContin,-0.18683675889328064
270,Chlordiazepoxide,0.180493220338983
271,Olanzapine,0.08790460704607045
272,Doxycycline,0.012493230403800477
273,CellCept,0.07793076923076923
274,Imodium A-D,-0.2683909090909091
275,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,0.17912
276,Chateal,-0.015970860927152313
277,Rizatriptan,0.04029854368932039
278,Strattera,-0.07245851063829788
279,Monistat 7-Day Combination Pack,-0.2608752475247525
280,Cyclobenzaprine,-0.11691962864721485
281,Ethinyl estradiol / norelgestromin,0.04154007858546168
282,Uptravi,0.08875999999999995
283,Eletriptan,0.15700170940170943
284,Isotretinoin,0.14343118741058655
285,Rosula,-0.2885
286,Methyldopa,0.31268
287,Fetzima,-0.22394590163934425
288,Linaclotide,0.023105336426914147
289,Arimidex,-0.4527595744680851
290,Eszopiclone,0.07907630331753553
291,Mononessa,-0.03327540983606556
292,Norethindrone,-0.149378276481149
293,Medroxyprogesterone,-0.15728180428134556
294,Synvisc-One,-0.21963875000000002
295,Xulane,-0.13222341463414636
296,Remeron,0.19078520710059174
297,Pamelor,0.2078481481481481
298,Orphenadrine,-0.33040909090909093
299,Etanercept,0.06787093596059114
300,Bupropion / naltrexone,0.10126789431545236
301,Milnacipran,-0.1305694736842105
302,Acetaminophen / codeine,-0.31860229007633595
303,Penicillin v potassium,-0.176765
304,Varenicline,0.30327724770642195
305,Advair Diskus,0.0054962025316455864
306,Cialis,0.3512203804347826
307,Tadalafil,0.33099311163895484
308,Alprazolam,-0.1546394623655914
309,Desogestrel / ethinyl estradiol,-0.07468529839883552
310,Metformin,0.025644186046511627
311,Duofilm,0.0
312,Sprycel,-0.11518461538461539
313,ella,-0.355012676056338
314,Sronyx,-0.11544067796610169
315,Alcaftadine,0.264925
316,Sulfamethoxazole / trimethoprim,-0.23061107954545454
317,Levothyroxine,-0.05788095238095237
318,Kineret,0.3538
319,Nature-Throid,0.18400526315789476
320,Cholestyramine,0.007063235294117647
321,Flector Patch,-0.21050526315789472
322,Prochlorperazine,-0.4408309523809524
323,Zovia,-0.16553809523809523
324,Toprol-XL,-0.13001395348837208
325,Perampanel,-0.02895714285714285
326,Cozaar,-0.15361999999999998
327,Acetaminophen / dexbrompheniramine / pseudoephedrine,-0.207625
328,AndroGel,0.3053139240506329
329,Avinza,-0.17284193548387095
330,Ativan,-0.06118671096345514
331,Atomoxetine,-0.08099243986254297
332,Oxymorphone,-0.1981185185185185
333,Saphris,0.1257816593886463
334,Mirabegron,-0.01817637795275591
335,Pramoxine,0.20994374999999998
336,Alphagan P,-0.5763333333333333
337,Phillips' Milk of Magnesia,0.05812673267326731
338,Eluxadoline,-0.1009912
339,Terbinafine,0.05311466666666667
340,Indomethacin,-0.279736231884058
341,Latuda,0.037122969837587
342,Plan B,-0.13167283018867923
343,Apremilast,-0.18644615384615384
344,Norco,-0.19695291262135925
345,Savella,-0.13411146953405018
346,Vivitrol,0.1521547619047619
347,Ortho Cyclen,0.10621599999999999
348,Advair HFA,0.16210000000000002
349,Anastrozole,-0.4402756521739131
350,Xarelto,-0.22768217821782177
351,Metformin / sitagliptin,-0.0797525
352,Belsomra,0.007760377358490562
353,TriNessa,-0.07248729729729729
354,Prazosin,-0.10206116504854369
355,Dicyclomine,-0.18413862068965517
356,Sodium hyaluronate,0.015951497005988028
357,Toradol,-0.3083523489932886
358,Epiduo,0.2413321649484536
359,Kyleena,-0.09635436893203886
360,Levsin SL,-0.3054714285714285
361,Human papillomavirus vaccine,-0.2180478260869565
362,Lortab,-0.17008854961832062
363,Dexmethylphenidate,0.09915920000000002
364,Catapres,0.1895978260869565
365,Harvoni,0.2067160447761194
366,Lansoprazole,-0.07854328358208958
367,Carbidopa / levodopa,-0.0009357142857142739
368,Hydrocodone,-0.34368925619834717
369,Morphine,-0.2600085714285714
370,Relistor,0.009042424242424242
371,Bevacizumab,-0.04451499999999999
372,Barium sulfate,-0.14357272727272727
373,Azor,0.09918867924528299
374,Azelastine / fluticasone,-0.026589552238805964
375,Zoster vaccine live,-0.13596
376,Diltiazem,-0.07157882352941179
377,Tri-Previfem,-0.23851840490797546
378,Dapsone,0.2983404371584699
379,Bismuth subsalicylate,0.3036583333333333
380,Wellbutrin XL,-0.0034738461538461538
381,Carisoprodol,0.005061621621621618
382,Olopatadine,0.08181355932203388
383,Citric acid / magnesium oxide / sodium picosulfate,0.11691171171171176
384,Relpax,0.15784086956521734
385,Dalfampridine,0.4755923076923076
386,Dilantin,-0.01371399999999999
387,Leuprolide,-0.2534595
388,Cetirizine,0.06096375838926176
389,Macrobid,-0.28738990536277603
390,Methylphenidate,0.16261639072847683
391,Nitroglycerin,-0.04536521739130435
392,Ritalin,0.308836
393,Exubera,0.35282500000000006
394,Hydroxychloroquine,-0.16861410256410253
395,Loestrin 24 Fe,0.010363944530046226
396,Enskyce,-0.40429999999999994
397,Stalevo,-0.2084
398,Amerge,0.410525
399,Lorazepam,-0.07326273187183811
400,Lubiprostone,-0.07636187845303868
401,Simcor,-0.1136375
402,Avonex Pen,0.5964999999999999
403,Methadose,-0.072534375
404,Acetaminophen / oxycodone,-0.1900748062015504
405,Abacavir / dolutegravir / lamivudine,0.09551000000000001
406,Sumatriptan,-0.003618658892128285
407,Cambia,-0.034552
408,Tizanidine,-0.021784693877551022
409,Adderall,0.22029340659340654
410,Exalgo,-0.14976250000000002
411,Guaifenesin,0.023655624999999993
412,Ketorolac,-0.3353546255506608
413,Tegretol,-0.03471176470588237
414,VESIcare,-0.15500824742268043
415,Plavix,-0.09413142857142857
416,Vortioxetine,-0.06496832844574779
417,Atorvastatin,-0.3101348214285714
418,Dienogest / estradiol,-0.12218913043478262
419,Roflumilast,0.01623076923076923
420,Minastrin 24 Fe,-0.10560640394088669
421,Diclofenac,-0.16787325769854133
422,Opana,-0.10283734939759037
423,Donnatal,0.11843809523809529
424,Depakote ER,0.0812953846153846
425,Donepezil,-0.07633488372093024
426,Sofosbuvir,-0.0849095238095238
427,Monistat 7,-0.30582499999999996
428,Zolpidem,0.1254878164556962
429,Horizant,-0.1916684210526316
430,Brovana,0.60085
431,Dulcolax,-0.3530466535433071
432,Tylenol PM,0.1451375
433,Saxenda,0.08337841880341881
434,Sulfasalazine,-0.1371813559322034
435,Nicotine,0.3506102564102564
436,Reglan,-0.29149280575539566
437,Seroquel XR,0.2085122699386503
438,Dulera,0.10777222222222221
439,Mibelas 24 Fe,-0.5908555555555556
440,Naltrexone,0.18993776824034334
441,Portia,-0.14082098765432097
442,Temazepam,0.15494644351464437
443,Clindamycin / tretinoin,0.2953028301886792
444,Meperidine,-0.14177424242424247
445,Hydroxyzine,-0.03261310924369748
446,Ethinyl estradiol / norgestrel,-0.17326231155778898
447,Dapagliflozin,-0.13716153846153845
448,Myrbetriq,-0.007103921568627452
449,Hysingla ER,-0.5238754385964912
450,Propafenone,-0.11767142857142858
451,Lunesta,0.04299942196531792
452,Liletta,-0.16254191176470587
453,Trimethoprim,-0.6001142857142856
454,Ortho Micronor,-0.13310975609756096
455,Prevacid,-0.03355384615384615
456,OnabotulinumtoxinA,-0.10089406392694063
457,Aptensio XR,0.3018166666666666
458,Omeprazole,-0.12233166666666667
459,Finasteride,-0.09268101265822785
460,Rapaflo,-0.15982179487179485
461,Duexis,-0.36789999999999995
462,Tamiflu,-0.22281983805668015
463,Rozerem,-0.10289245283018865
464,Synthroid,-0.0667731092436975
465,Differin,0.20629492753623188
466,Doxepin,0.07498430493273543
467,Acetaminophen / dichloralphenazone / isometheptene mucate,0.0728967741935484
468,Crestor,-0.2698797468354431
469,Narcan Injection,-0.2255857142857143
470,Sildenafil,0.38256536796536794
471,Lipitor,-0.24583404255319155
472,Macrodantin,-0.23432
473,Intuniv,0.079048623853211
474,Pantoprazole,-0.26189186991869917
475,Keppra,-0.14970548780487805
476,Keppra XR,-0.0701642857142857
477,Acyclovir,-0.05675109489051094
478,Ledipasvir / sofosbuvir,0.209175
479,MetroCream,0.46693999999999997
480,Copaxone,0.017649494949494943
481,Magnesium sulfate / potassium sulfate / sodium sulfate,0.013866221142162818
482,Armodafinil,0.18725698529411763
483,Fluconazole,0.03453448275862069
484,Tylenol,-0.04708333333333334
485,Larin Fe 1.5 / 30,-0.6293
486,Xiidra,0.03832439024390244
487,Levaquin,-0.28089929078014186
488,Tacrolimus,0.047232835820895526
489,Luvox,-0.12644415584415583
490,Lotrel,-0.2784157894736842
491,Conjugated estrogens / medroxyprogesterone,0.19493333333333335
492,Nortriptyline,-0.1337715596330275
493,Adderall XR,0.22438456375838928
494,Viberzi,-0.10180564516129031
495,Evolocumab,-0.2834387755102041
496,Triumeq,0.1092927536231884
497,Gabapentin enacarbil,-0.1223541666666667
498,Glucophage,0.10616285714285711
499,Soma,0.015503496503496495
500,Antipyrine / benzocaine,0.15620000000000006
501,Liothyronine,0.06139142857142857
502,Docosanol,-0.10852558139534883
503,Q-Tapp DM,0.6478
504,Valium,-0.02665376884422111
505,Effexor,-0.2685659154929578
506,Efavirenz,-0.1686857142857143
507,Chlorpheniramine / hydrocodone / pseudoephedrine,0.4615615384615384
508,Lutera,-0.02249326241134752
509,Zoladex,-0.47643125
510,Keytruda,-0.05296000000000002
511,Roxicodone,-0.21037818181818183
512,Phenergan,0.10626
513,Buspirone,-0.15342696629213484
514,Empagliflozin / linagliptin,-0.03879000000000001
515,Singulair,-0.04954580152671754
516,Viagra,0.42493607594936705
517,Rituxan,0.1635
518,Jublia,0.14005656565656566
519,Fluticasone / vilanterol,0.174616129032258
520,Fentanyl Transdermal System,-0.2536784615384615
521,Diclegis,-0.11414500000000002
522,Hydromet,0.0024555555555555563
523,Zipsor,-0.21665000000000004
524,Milk of Magnesia,0.06468571428571428
525,Melatonin,0.10021832061068704
526,MoviPrep,0.114062
527,Aczone,0.3116869822485207
528,Lactulose,0.04579512195121952
529,Pioglitazone,-0.04323548387096773
530,Desloratadine,0.14640714285714287
531,Entyvio,-0.04232500000000001
532,Gefitinib,-0.12348571428571424
533,Meloxicam,-0.23787314814814814
534,Bronkaid,0.5962500000000001
535,Niacin,-0.20281896551724135
536,Paliperidone,0.13293722627737226
537,Drospirenone / ethinyl estradiol / levomefolate calcium,0.0006147208121827422
538,Scopolamine,0.007179629629629617
539,Sterapred,0.4927
540,Amoxicillin / clavulanate,-0.22924764150943397
541,Pentosan polysulfate sodium,-0.15171904761904764
542,Hydromorphone,-0.29687571428571424
543,Flurazepam,0.11336666666666667
544,Zutripro,0.4615615384615384
545,Fluticasone,0.006331034482758619
546,Vicodin,-0.2443433333333333
547,Mirapex,-0.07428636363636364
548,Mometasone,0.057019626168224306
549,Fioricet,0.0551844262295082
550,Metoclopramide,-0.334535576923077
551,Milk thistle,0.143575
552,Lidocaine,-0.2698100775193798
553,Metaxalone,-0.046380000000000005
554,Glatiramer,0.024087378640776702
555,Tecfidera,-0.07628275862068967
556,Benzocaine,0.06108571428571429
557,Ustekinumab,0.3056711538461539
558,Mucinex,-0.017097499999999995
559,Adalimumab,-0.01834895287958115
560,Tiotropium,0.04306567164179106
561,Vascepa,0.2190368421052632
562,Lisdexamfetamine,0.21285862619808305
563,Naloxegol,-0.3364782608695652
564,Ixekizumab,0.23746
565,Mirvaso,-0.05809879518072289
566,Estarylla,-0.3474198347107438
567,Ortho Tri-Cyclen,-0.047701666666666684
568,Ramipril,-0.22540185185185185
569,Aranesp,-0.27292500000000003
570,Zioptan,0.14534999999999998
571,Zohydro ER,-0.10287368421052631
572,Rifaximin,-0.078125
573,Hyoscyamine,-0.19355166666666662
574,Zovirax Cream,-0.3290176470588235
575,Teriparatide,-0.15069122807017546
576,Ammonium lactate / halobetasol,0.5346
577,Atenolol,-0.12322715231788081
578,Testosterone,0.21440946291560103
579,Cobicistat / elvitegravir / emtricitabine / tenofovir,0.19726233766233767
580,Ethinyl estradiol / ethynodiol,-0.17383518518518515
581,Embeda,-0.3751538461538461
582,Duac,0.3348685185185185
583,Infliximab,-0.030519999999999995
584,Deplin,0.20877391304347825
585,Penciclovir,0.35459722222222223
586,Lupron Depot,-0.2618898148148148
587,Avelox,-0.15890354609929078
588,Geodon,-0.10436919642857143
589,Cogentin,-0.12875
590,Mefenamic acid,-0.46707368421052636
591,Pramosone,0.13305
592,Synalar Ointment,-0.7574
593,Emsam,-0.23821250000000002
594,Doryx,0.13838644067796613
595,Ranolazine,-0.2697255813953488
596,Hylenex,-0.296
597,Cosentyx,-0.011787804878048798
598,Medrox,0.6258
599,Cipro,-0.21919023255813955
600,Oxcarbazepine,-0.013605617977528094
601,Tapentadol,-0.2566460750853243
602,Cytomel,0.24612222222222227
603,Gildess Fe 1 / 20,-0.21751725663716812
604,Terconazole,-0.05304920634920637
605,Pneumococcal 13-valent vaccine,-0.6524823529411765
606,Eflornithine,0.3259111111111111
607,Etodolac,-0.29702807017543864
608,Rabeprazole,0.06457600000000001
609,Librax,-0.14401315789473687
610,Hydrochlorothiazide,-0.2963158415841584
611,Pradaxa,-0.1057757142857143
612,Kava,0.20477999999999996
613,Focalin XR,0.22123606557377049
614,Levlen,-0.0064882352941176375
615,Femara,-0.3247595238095238
616,Migranal,-0.22655000000000003
617,Gianvi,0.03920284090909091
618,Flonase,0.046634246575342465
619,Stendra,0.18633611111111115
620,Dilaudid,-0.3206189393939394
621,Exenatide,-0.019593548387096756
622,Risperdal,0.055084105960264904
623,Teriflunomide,-0.2139142857142857
624,Esterified estrogens / methyltestosterone,-0.08721538461538464
625,Loratadine / pseudoephedrine,-0.13414666666666666
626,Azithromycin Dose Pack,-0.08078461538461539
627,Pylera,-0.0869925925925926
628,Protonix IV,0.07447500000000001
629,Vraylar,0.06074736842105261
630,Adapalene,0.18220669456066943
631,Camrese,-0.057727058823529416
632,GaviLyte-N,0.09054285714285715
633,Dimenhydrinate,0.2646952380952381
634,Microgestin 1 / 20,-0.1455
635,Midazolam,-0.16036111111111112
636,Moxifloxacin,-0.1384156626506024
637,Multivitamin with minerals,0.01806315789473683
638,Amoxicillin,-0.14963673469387756
639,Butrans,-0.34411836734693885
640,Lamictal,0.010573932584269669
641,Clomid,0.3717244444444444
642,Spiriva,0.006441666666666664
643,Requip,-0.12763555555555556
644,Celebrex,-0.2549360902255639
645,Nasacort Allergy 24HR,-0.15058750000000004
646,Metformin / saxagliptin,-0.2508214285714286
647,Bunavail,-0.02199090909090909
648,Soolantra,0.17256712328767124
649,Acetaminophen / aspirin / caffeine,0.024620353982300894
650,Halcion,0.08923
651,Ramelteon,-0.13823606557377052
652,Invokana,-0.06490052356020941
653,Colesevelam,0.05846923076923075
654,Fulvestrant,-0.8000666666666666
655,Natalizumab,0.09085921052631579
656,Benicar,-0.05312619047619048
657,LoSeasonique,-0.03161574074074075
658,Lifitegrast,0.03332093023255813
659,Hycodan,0.2359214285714286
660,Icosapent,0.21903684210526314
661,Azelastine,0.06699677419354838
662,Efinaconazole,0.14005656565656566
663,Loratadine,0.010325490196078438
664,Rexulti,0.08487087378640774
665,Sanctura,0.16248947368421054
666,Clozapine,0.13662222222222223
667,Benadryl Allergy,0.1343304347826087
668,Luminal,-0.4477
669,Tolterodine,0.10253695652173914
670,Benadryl,0.0684923076923077
671,Insulin lispro,0.17420909090909092
672,Albuterol,0.08082685185185187
673,Sucralfate,-0.02435652173913044
674,Mydayis,-0.01754666666666665
675,Fluocinolone,-0.17875555555555553
676,Biotin,0.00622999999999998
677,Ocella,-0.09704173228346455
678,Bromfed DM,0.19025833333333333
679,Losartan,-0.29996311111111107
680,Lasix,-0.03206896551724139
681,Itraconazole,-0.0642782608695652
682,Methylnaltrexone,0.009042424242424235
683,Cutivate,0.5756249999999999
684,Cyred,0.05907499999999999
685,Breo Ellipta,0.17461612903225804
686,Limbrel,0.08262500000000003
687,Prilosec,-0.11258333333333334
688,Talwin Nx,-0.32023846153846147
689,Concerta,0.100675
690,Praluent,0.005324
691,Tarceva,-0.18566451612903226
692,Farxiga,-0.1681509090909091
693,Halobetasol,0.063
694,Biaxin,-0.12137538461538462
695,Kenalog-40,-0.2662111111111111
696,Thyroid desiccated,0.028955288461538463
697,Naproxen / sumatriptan,0.17080879120879122
698,Botox,-0.10668325358851675
699,Guanfacine,0.023702312138728306
700,Vimpat,-0.02830121951219514
701,Fenofibrate,-0.14356969696969699
702,E-Z-Gas II,0.5233
703,Intelence,-0.76495
704,Chlorpheniramine / hydrocodone,0.2192313725490196
705,Ertaczo,0.0772
706,Minipress,0.1899666666666667
707,Amethyst,0.6623
708,Sensipar,-0.09155714285714289
709,Lupron,-0.38208867924528295
710,Furosemide,-0.026177586206896548
711,Phendimetrazine,0.16362016129032256
712,Asacol,0.016399999999999994
713,Provigil,0.22856620689655172
714,Sulfacetamide sodium,0.26118
715,Zoledronic acid,-0.17850476190476192
716,Claravis,0.1836787234042553
717,Cyanocobalamin,0.1663933333333333
718,Aleve,-0.09553953488372091
719,Alprostadil,0.1345
720,Flagyl,-0.26680056497175136
721,Clopidogrel,-0.12847333333333336
722,Gildess Fe 1.5 / 30,-0.056324242424242416
723,Astelin,0.03898333333333334
724,Atropine / hyoscyamine / phenobarbital / scopolamine,0.114532
725,Aldactone,0.22109333333333345
726,Altabax,0.2376111111111111
727,Seasonale,-0.05834848484848484
728,Amlodipine / olmesartan,0.09918867924528303
729,Invega,0.08702054794520547
730,Rituximab,0.10965466666666669
731,Delsym,-0.16791153846153847
732,Selegiline,-0.17657272727272727
733,Fastin,0.06765833333333335
